"idx_epoch","idx_iter","metric"
0,0,12.1397
0,1,12.1658
0,2,12.1431
0,3,12.1433
0,4,12.1407
0,5,12.1338
0,6,12.1262
0,7,12.1167
0,8,12.1053
0,9,12.0937
0,10,12.0817
0,11,12.0708
0,12,12.0565
0,13,12.0406
0,14,12.0218
0,15,12.0019
0,16,11.9823
0,17,11.9597
0,18,11.9361
0,19,11.912
0,20,11.8866
0,21,11.86
0,22,11.8331
0,23,11.8063
0,24,11.7771
0,25,11.7472
0,26,11.7143
0,27,11.6813
0,28,11.6471
0,29,11.6114
0,30,11.5746
0,31,11.5374
0,32,11.4993
0,33,11.4587
0,34,11.4199
0,35,11.3797
0,36,11.3389
0,37,11.2983
0,38,11.2561
0,39,11.2152
0,40,11.1726
0,41,11.1304
0,42,11.0887
0,43,11.044
0,44,10.9988
0,45,10.9541
0,46,10.9099
0,47,10.8657
0,48,10.8218
0,49,10.7777
0,50,10.7339
0,51,10.6888
0,52,10.6455
0,53,10.6006
0,54,10.559
0,55,10.5172
0,56,10.4752
0,57,10.4342
0,58,10.395
0,59,10.3545
0,60,10.3139
0,61,10.2742
0,62,10.2355
0,63,10.1967
0,64,10.1588
0,65,10.1227
0,66,10.0863
0,67,10.051
0,68,10.0168
0,69,9.9811
0,70,9.9471
0,71,9.9136
0,72,9.8805
0,73,9.8464
0,74,9.8142
0,75,9.782
0,76,9.7508
0,77,9.7195
0,78,9.6883
0,79,9.6591
0,80,9.632
0,81,9.6038
0,82,9.5758
0,83,9.5476
0,84,9.5201
0,85,9.4929
0,86,9.4673
0,87,9.4412
0,88,9.4159
0,89,9.3899
0,90,9.3653
0,91,9.3412
0,92,9.3171
0,93,9.2935
0,94,9.2703
0,95,9.2481
0,96,9.2249
0,97,9.2023
0,98,9.1807
0,99,9.159
0,100,9.1373
0,101,9.1174
0,102,9.0961
0,103,9.0761
0,104,9.055
0,105,9.0362
0,106,9.0168
0,107,8.997
0,108,8.978
0,109,8.9586
0,110,8.9399
0,111,8.921
0,112,8.9032
0,113,8.8855
0,114,8.8673
0,115,8.8493
0,116,8.8321
0,117,8.8145
0,118,8.7979
0,119,8.7809
0,120,8.7638
0,121,8.7479
0,122,8.7308
0,123,8.7145
0,124,8.699
0,125,8.6838
0,126,8.6675
0,127,8.6523
0,128,8.6376
0,129,8.6223
