"idx_epoch","idx_iter","metric"
0,0,12.4835
0,1,12.4924
0,2,12.4782
0,3,12.4783
0,4,12.4769
0,5,12.4683
0,6,12.4621
0,7,12.4574
0,8,12.4488
0,9,12.4378
0,10,12.4281
0,11,12.4174
0,12,12.4044
0,13,12.3889
0,14,12.3701
0,15,12.3521
0,16,12.334
0,17,12.3143
0,18,12.2893
0,19,12.2643
0,20,12.2374
0,21,12.2103
0,22,12.1825
0,23,12.1556
0,24,12.1267
0,25,12.0944
0,26,12.0585
0,27,12.0218
0,28,11.9855
0,29,11.9466
0,30,11.9068
0,31,11.8664
0,32,11.8245
0,33,11.7814
0,34,11.7396
0,35,11.6955
0,36,11.6518
0,37,11.608
0,38,11.5625
0,39,11.5177
0,40,11.4724
0,41,11.4258
0,42,11.3792
0,43,11.3301
0,44,11.2812
0,45,11.2321
0,46,11.1839
0,47,11.1358
0,48,11.0881
0,49,11.0403
0,50,10.9926
0,51,10.9435
0,52,10.8961
0,53,10.8472
0,54,10.8018
0,55,10.7564
0,56,10.7108
0,57,10.6663
0,58,10.6234
0,59,10.5798
0,60,10.5357
0,61,10.4924
0,62,10.4502
0,63,10.4089
0,64,10.3683
0,65,10.3296
0,66,10.2904
0,67,10.2524
0,68,10.2159
0,69,10.178
0,70,10.1422
0,71,10.1064
0,72,10.0716
0,73,10.0357
0,74,10.0016
0,75,9.9679
0,76,9.9347
0,77,9.9018
0,78,9.8689
0,79,9.8381
0,80,9.8092
0,81,9.7797
0,82,9.7504
0,83,9.7209
0,84,9.6921
0,85,9.6638
0,86,9.6372
0,87,9.6101
0,88,9.5838
0,89,9.5572
0,90,9.5319
0,91,9.507
0,92,9.4821
0,93,9.4579
0,94,9.4342
0,95,9.4114
0,96,9.3874
0,97,9.3641
0,98,9.3417
0,99,9.3194
0,100,9.2973
0,101,9.2769
0,102,9.2551
0,103,9.2347
0,104,9.2136
0,105,9.1946
0,106,9.1748
0,107,9.1546
0,108,9.1352
0,109,9.1157
0,110,9.0967
0,111,9.0775
0,112,9.0593
0,113,9.0413
0,114,9.0231
0,115,9.005
0,116,8.9877
0,117,8.9701
0,118,8.9532
0,119,8.936
0,120,8.9189
0,121,8.9028
0,122,8.8857
0,123,8.8694
0,124,8.8539
0,125,8.8385
0,126,8.8223
0,127,8.8069
0,128,8.7921
0,129,8.7767
0,130,8.7619
0,131,8.747
0,132,8.7325
0,133,8.7174
0,134,8.7028
0,135,8.6883
0,136,8.674
0,137,8.6607
0,138,8.6475
0,139,8.6344
0,140,8.6207
0,141,8.6075
0,142,8.5946
0,143,8.5823
0,144,8.5694
0,145,8.5569
0,146,8.5443
0,147,8.5321
0,148,8.5206
0,149,8.5087
0,150,8.4972
0,151,8.4851
0,152,8.473
0,153,8.4621
0,154,8.4502
0,155,8.4388
0,156,8.4268
0,157,8.4163
0,158,8.4047
0,159,8.3934
0,160,8.3822
0,161,8.3717
0,162,8.3608
0,163,8.3497
0,164,8.3387
0,165,8.3274
0,166,8.3166
0,167,8.3063
0,168,8.2959
0,169,8.2854
0,170,8.2749
0,171,8.2652
0,172,8.2552
0,173,8.2454
0,174,8.2358
0,175,8.2262
0,176,8.2161
0,177,8.2073
0,178,8.198
0,179,8.1883
0,180,8.1793
0,181,8.1704
0,182,8.1612
0,183,8.1523
0,184,8.1428
0,185,8.134
0,186,8.124
0,187,8.1149
0,188,8.106
0,189,8.0969
0,190,8.0886
0,191,8.0797
0,192,8.0709
0,193,8.0617
0,194,8.053
0,195,8.0446
0,196,8.036
0,197,8.0278
0,198,8.0195
0,199,8.0114
0,200,8.003
0,201,7.9942
0,202,7.9861
0,203,7.9785
0,204,7.9703
0,205,7.9624
0,206,7.954
0,207,7.9458
0,208,7.9382
0,209,7.9298
0,210,7.9215
0,211,7.9139
0,212,7.9066
0,213,7.8991
0,214,7.8917
0,215,7.8843
0,216,7.8774
0,217,7.8698
0,218,7.8622
0,219,7.8552
0,220,7.848
0,221,7.841
0,222,7.8336
0,223,7.8262
0,224,7.8197
0,225,7.8128
0,226,7.806
0,227,7.799
0,228,7.792
0,229,7.7851
0,230,7.7783
0,231,7.7714
0,232,7.7644
0,233,7.7577
0,234,7.7505
0,235,7.7434
0,236,7.7363
0,237,7.7299
0,238,7.7228
0,239,7.7159
0,240,7.709
0,241,7.7023
0,242,7.6957
0,243,7.6895
0,244,7.6827
0,245,7.6761
0,246,7.6697
0,247,7.6634
0,248,7.6569
0,249,7.651
0,250,7.6446
0,251,7.6379
0,252,7.6314
0,253,7.6248
0,254,7.6181
0,255,7.612
0,256,7.6057
0,257,7.5998
0,258,7.5939
0,259,7.5874
0,260,7.5813
0,261,7.575
0,262,7.5692
0,263,7.5633
0,264,7.5577
0,265,7.5516
0,266,7.5457
0,267,7.5397
0,268,7.5337
0,269,7.5279
0,270,7.5223
0,271,7.5168
0,272,7.5112
0,273,7.5051
0,274,7.4996
0,275,7.4935
0,276,7.4881
0,277,7.4821
0,278,7.4761
0,279,7.4706
0,280,7.4655
0,281,7.46
0,282,7.4544
0,283,7.4483
0,284,7.4434
0,285,7.4377
0,286,7.432
0,287,7.4267
0,288,7.4216
0,289,7.4165
0,290,7.4116
0,291,7.4065
0,292,7.4014
0,293,7.3958
0,294,7.3907
0,295,7.3856
0,296,7.3809
0,297,7.3758
0,298,7.37
0,299,7.3649
0,300,7.36
0,301,7.3551
0,302,7.3496
0,303,7.3443
0,304,7.3391
0,305,7.3337
0,306,7.3283
0,307,7.3233
0,308,7.3183
0,309,7.3133
0,310,7.3084
0,311,7.3037
0,312,7.2986
0,313,7.2941
0,314,7.289
0,315,7.2843
0,316,7.2795
0,317,7.2747
0,318,7.2701
0,319,7.2649
0,320,7.2601
0,321,7.2553
0,322,7.2503
0,323,7.2459
0,324,7.2414
0,325,7.2363
0,326,7.2318
0,327,7.2272
0,328,7.2223
0,329,7.2174
0,330,7.2129
0,331,7.2083
0,332,7.2034
0,333,7.1985
0,334,7.1935
0,335,7.1892
0,336,7.1845
0,337,7.1798
0,338,7.175
0,339,7.1706
0,340,7.1664
0,341,7.1617
0,342,7.1572
0,343,7.1526
0,344,7.148
0,345,7.1433
0,346,7.1388
0,347,7.1345
0,348,7.1301
0,349,7.126
0,350,7.1215
0,351,7.1174
0,352,7.1134
0,353,7.1089
0,354,7.1049
0,355,7.1008
0,356,7.0966
0,357,7.0923
0,358,7.0882
0,359,7.0838
0,360,7.0795
0,361,7.0755
0,362,7.0713
0,363,7.0669
0,364,7.0628
0,365,7.0582
0,366,7.054
0,367,7.0499
0,368,7.0455
0,369,7.0411
0,370,7.037
0,371,7.0329
0,372,7.0289
0,373,7.0253
0,374,7.021
0,375,7.0167
0,376,7.0127
0,377,7.0088
0,378,7.0046
0,379,7.0003
0,380,6.9966
0,381,6.993
0,382,6.9892
0,383,6.9853
0,384,6.9813
0,385,6.9774
0,386,6.9732
0,387,6.9692
0,388,6.9651
0,389,6.9609
0,390,6.9572
0,391,6.9536
0,392,6.9497
0,393,6.9458
0,394,6.9418
0,395,6.9377
0,396,6.9344
0,397,6.9303
0,398,6.9267
0,399,6.9231
0,400,6.9194
0,401,6.9159
0,402,6.9122
0,403,6.9083
0,404,6.9044
0,405,6.9007
0,406,6.8971
0,407,6.8932
0,408,6.8892
0,409,6.8857
0,410,6.8819
0,411,6.8782
0,412,6.8743
0,413,6.8707
0,414,6.8671
0,415,6.8634
0,416,6.86
0,417,6.8563
0,418,6.8526
0,419,6.8488
0,420,6.8454
0,421,6.8422
0,422,6.8384
0,423,6.835
0,424,6.8312
0,425,6.8274
0,426,6.8238
0,427,6.8199
0,428,6.8164
0,429,6.8128
0,430,6.8092
0,431,6.8055
0,432,6.8021
0,433,6.7987
0,434,6.7949
0,435,6.7914
0,436,6.7876
0,437,6.7839
0,438,6.7805
0,439,6.777
0,440,6.7738
0,441,6.7703
0,442,6.7666
0,443,6.7636
0,444,6.76
0,445,6.7567
0,446,6.7534
0,447,6.7501
0,448,6.7467
0,449,6.7434
0,450,6.7399
0,451,6.7364
0,452,6.7332
0,453,6.7298
0,454,6.7264
0,455,6.723
0,456,6.7199
0,457,6.7167
0,458,6.7133
0,459,6.7101
0,460,6.7071
0,461,6.7038
0,462,6.7004
0,463,6.6972
0,464,6.6941
0,465,6.6908
0,466,6.6875
0,467,6.6843
0,468,6.6812
0,469,6.6781
0,470,6.6749
0,471,6.6714
0,472,6.668
0,473,6.6648
0,474,6.6615
0,475,6.6586
0,476,6.6556
0,477,6.6523
0,478,6.649
0,479,6.6459
0,480,6.643
0,481,6.6398
0,482,6.6367
0,483,6.6334
0,484,6.6305
0,485,6.6272
0,486,6.6242
0,487,6.621
0,488,6.6182
0,489,6.6149
0,490,6.612
0,491,6.6091
0,492,6.6061
0,493,6.6031
0,494,6.6002
0,495,6.5975
0,496,6.5942
0,497,6.5913
0,498,6.5884
0,499,6.5851
0,500,6.5824
0,501,6.5793
0,502,6.5764
0,503,6.5734
0,504,6.5705
0,505,6.5676
0,506,6.5647
0,507,6.5617
0,508,6.559
0,509,6.556
0,510,6.5529
0,511,6.55
0,512,6.5473
0,513,6.5445
0,514,6.5414
0,515,6.5388
0,516,6.536
0,517,6.5332
0,518,6.53
0,519,6.5269
0,520,6.5239
0,521,6.5209
0,522,6.5181
0,523,6.5153
0,524,6.5126
0,525,6.5099
0,526,6.5071
0,527,6.5043
0,528,6.5018
0,529,6.4991
0,530,6.4963
0,531,6.4935
0,532,6.4907
0,533,6.488
0,534,6.4852
0,535,6.4825
0,536,6.4797
0,537,6.4769
0,538,6.474
0,539,6.4712
0,540,6.4685
0,541,6.4658
0,542,6.4631
0,543,6.4601
0,544,6.4576
0,545,6.4547
0,546,6.4519
0,547,6.4493
0,548,6.4466
0,549,6.4439
0,550,6.4414
0,551,6.4388
0,552,6.4362
0,553,6.4335
0,554,6.4309
0,555,6.4283
0,556,6.4256
0,557,6.4228
0,558,6.42
0,559,6.4172
0,560,6.4146
0,561,6.4122
0,562,6.4095
0,563,6.4066
0,564,6.4041
0,565,6.4015
0,566,6.3989
0,567,6.3961
0,568,6.3936
0,569,6.3908
0,570,6.3881
0,571,6.3856
0,572,6.3828
0,573,6.3802
0,574,6.3778
0,575,6.3753
0,576,6.3728
0,577,6.3702
0,578,6.3676
0,579,6.3651
0,580,6.3626
0,581,6.3602
0,582,6.3578
0,583,6.3553
0,584,6.3528
0,585,6.3503
0,586,6.3479
0,587,6.3455
0,588,6.3432
0,589,6.3406
0,590,6.338
0,591,6.3355
0,592,6.3331
0,593,6.3306
0,594,6.3279
0,595,6.3255
0,596,6.3231
0,597,6.3211
0,598,6.3185
0,599,6.3159
0,600,6.3134
0,601,6.3109
0,602,6.3087
0,603,6.3062
0,604,6.3038
0,605,6.3015
0,606,6.2991
0,607,6.2967
0,608,6.2944
0,609,6.2919
0,610,6.2896
0,611,6.2871
0,612,6.2847
0,613,6.2822
0,614,6.2799
0,615,6.2774
0,616,6.2749
0,617,6.2725
0,618,6.2702
0,619,6.2678
0,620,6.2655
0,621,6.2632
0,622,6.2609
0,623,6.2586
0,624,6.2563
0,625,6.2538
0,626,6.2516
0,627,6.2492
0,628,6.2468
0,629,6.2446
0,630,6.2424
0,631,6.24
0,632,6.2378
0,633,6.2357
0,634,6.2336
0,635,6.2311
0,636,6.2288
0,637,6.2263
0,638,6.224
0,639,6.2217
0,640,6.2194
0,641,6.2173
0,642,6.2151
0,643,6.2129
0,644,6.2106
1,645,4.7787
1,646,4.8149
1,647,4.7512
1,648,4.7666
1,649,4.7845
1,650,4.7737
1,651,4.7711
1,652,4.7728
1,653,4.783
1,654,4.777
1,655,4.7725
1,656,4.7743
1,657,4.7673
1,658,4.7602
1,659,4.7586
1,660,4.7628
1,661,4.7641
1,662,4.7557
1,663,4.747
1,664,4.7438
1,665,4.7374
1,666,4.733
1,667,4.7422
1,668,4.739
1,669,4.7425
1,670,4.7381
1,671,4.7348
1,672,4.7375
1,673,4.7329
1,674,4.7277
1,675,4.7273
1,676,4.7309
1,677,4.7326
1,678,4.7297
1,679,4.7302
1,680,4.7244
1,681,4.7206
1,682,4.7192
1,683,4.7197
1,684,4.7201
1,685,4.7168
1,686,4.7173
1,687,4.7166
1,688,4.7141
1,689,4.7127
1,690,4.7121
1,691,4.7112
1,692,4.7101
1,693,4.7089
1,694,4.7053
1,695,4.7046
1,696,4.7053
1,697,4.7031
1,698,4.7033
1,699,4.6997
1,700,4.6974
1,701,4.6979
1,702,4.6969
1,703,4.6951
1,704,4.693
1,705,4.6915
1,706,4.6875
1,707,4.6848
1,708,4.6846
1,709,4.6852
1,710,4.6826
1,711,4.6831
1,712,4.6824
1,713,4.6841
1,714,4.6847
1,715,4.6831
1,716,4.6804
1,717,4.6789
1,718,4.6804
1,719,4.6789
1,720,4.6769
1,721,4.6784
1,722,4.6786
1,723,4.6774
1,724,4.6772
1,725,4.6757
1,726,4.6749
1,727,4.6735
1,728,4.6721
1,729,4.6719
1,730,4.669
1,731,4.6692
1,732,4.6686
1,733,4.6662
1,734,4.6656
1,735,4.6649
1,736,4.6636
1,737,4.6625
1,738,4.6609
1,739,4.6601
1,740,4.6598
1,741,4.6586
1,742,4.658
1,743,4.6565
1,744,4.6558
1,745,4.6548
1,746,4.6551
1,747,4.654
1,748,4.653
1,749,4.6534
1,750,4.6534
1,751,4.6526
1,752,4.652
1,753,4.6511
1,754,4.6514
1,755,4.65
1,756,4.6481
1,757,4.6471
1,758,4.646
1,759,4.6455
1,760,4.6446
1,761,4.6437
1,762,4.6427
1,763,4.6417
1,764,4.6397
1,765,4.6393
1,766,4.6377
1,767,4.6358
1,768,4.6357
1,769,4.6349
1,770,4.6329
1,771,4.632
1,772,4.6319
1,773,4.631
1,774,4.6301
1,775,4.6298
1,776,4.6292
1,777,4.6287
1,778,4.6293
1,779,4.6279
1,780,4.6269
1,781,4.6264
1,782,4.6266
1,783,4.6247
1,784,4.6244
1,785,4.6242
1,786,4.6236
1,787,4.6222
1,788,4.6219
1,789,4.6206
1,790,4.6209
1,791,4.6201
1,792,4.6193
1,793,4.6186
1,794,4.6179
1,795,4.6168
1,796,4.616
1,797,4.6152
1,798,4.6139
1,799,4.6136
1,800,4.6124
1,801,4.6119
1,802,4.6113
1,803,4.6107
1,804,4.6095
1,805,4.609
1,806,4.6082
1,807,4.6077
1,808,4.6065
1,809,4.6059
1,810,4.6045
1,811,4.6034
1,812,4.603
1,813,4.6029
1,814,4.6019
1,815,4.6017
1,816,4.6003
1,817,4.5997
1,818,4.5998
1,819,4.5986
1,820,4.5971
1,821,4.5968
1,822,4.5956
1,823,4.5948
1,824,4.5937
1,825,4.5934
1,826,4.5932
1,827,4.5922
1,828,4.5911
1,829,4.5898
1,830,4.5892
1,831,4.5883
1,832,4.5884
1,833,4.5879
1,834,4.5876
1,835,4.5867
1,836,4.5864
1,837,4.5859
